"country","capacity_mw","latitude","longitude","commissioning_year","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","primary_fuelBiomass","primary_fuelCoal","primary_fuelCogeneration","primary_fuelGas","primary_fuelGeothermal","primary_fuelHydro","primary_fuelNuclear","primary_fuelOil","primary_fuelOther","primary_fuelPetcoke","primary_fuelSolar","primary_fuelStorage","primary_fuelWaste","primary_fuelWave.and.Tidal","primary_fuelWind"
26,200,47.997,-71.056,1994,367.223,295.512,15,86.32,20.798,26.914,169.977,253.52,431.11,393.83,475.07,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,54,45.5895,-73.6572,1960,5467.485,4106.29,3648.055004,3512.565,4385.963,2939.593,5617.872,141.19,141.19,141.19,141.58,141.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2.6,47.8305,-69.53,1954,6.462,5.456944444,0.224,0.01274,22.879,4.794,9.346,8.17,8.09,8.05,8.64,9.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1045,45.0088,-74.7905,1987,2673.693,1956.70453,1458.5506,1068.632,2148.359,0,2109.062,6068.57,6068.57,6137.48,6154.29,5546.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5616,53.7818,-77.5305,1993,21073.181,18771.169,19628,20297.46001,21722.543,21294.245,29519.9,33056.17,32892.49,33258.5,32982.61,32690.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,230,46.6139,-72.6751,1989,20.202,301.036,439.295,783.0105556,574.584,833.098,748.301,926.05,926.05,932.37,927.75,954.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2.9,45.3418,-71.9935,1960,0,2.984,0.001,0.876,0,3.812,46.92,12.73,12.26,11.98,11.93,12.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,3.3,47.2104,-52.895,1987,62.218786,23.075,0.38,0,114.85,222.145,129.523,7.58,7.58,7.58,7.6,7.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,640,50.6246,-63.1941,1978,262.502,758.707001,721.3352,6.233,177.107,394.703,1780.228,2341.88,2192.86,2369.68,2376.18,2372.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,6,47.6519,-58.713,1976,1232.281,2780.308,3235.85702,4325.328,3338.9,0,76.846,21.2,21.42,20.8,21.22,20.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2,43.7823,-65.3439,1957,529.24,451.36,235.425998,248.941996,172.117,225.931,72.293,6.11,6.54,6.11,6.31,6.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2,42.9548,-81.6693,2009,135.965,100.393,0,2.807,19.065,3.239,1.32,2.61,2.81,2.74,2.72,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,50,51.0887,-115.3736,1962,0.163,3.481,69.804,103.775,153.401,266.629,41.054,175.4,163.88,165.86,168.21,165.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,49.9,50.2727,-122.867,1914,278.267,117.766,204.711,284.876,303.408,237.801,222.825001,135.5,134.46,131.39,135.36,135.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,38,48.4212,-71.0839,1924,60.042,14.35302,-0.859,-186.162,10.234,0.14112,1.514,140.76,139.96,140.53,140.66,140.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5.7,45.558,-72.0077,1960,0,16.47,1.314,2.513,24.017,32.722,3.004,21.46,21.9,20.65,20.8,21.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,12,46.5236,-84.4456,1996,12.357,2.235,13.335,0.206,4.111,3.767,1.32,17.89,18.6,18.6,17.41,17.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,12,46.5171,-84.4261,2016,18.274,0.005,24.895,10.716,0.06,3.916,6.102,17.89,18.6,18.6,17.52,17.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,45,46.5473,-84.2796,1996,62.709,19.044,24.894,8.808,3.36798,9.903,4.058,66.21,66.98,66.98,65.73,66.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,13.8,45.3161,-60.9995,2000,0.49,32.313,52.574,44.169,22.859,61.297,2.575,32.29,7.65,6.49,38.35,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,8.2,46.71,-72.0768,1960,103.421,25.636,1.185,0,36.973,1.989,31.006,34.76,34.76,34.62,34.57,35.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,23.5,48.6248,-67.8674,1976,5.808,38.21,32.266,0.125,47.21,13.59,4.26,40.78,7.57,26.7,27.88,54.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,5.8,45.4959,-73.5153,1994,206.166,4.324,25.538,7.22,75.858,24.106,192.552,21.67,4.73,2.95,10.12,28.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,15,46.5484,-72.4102,1978,273.255,3.0888,16.888,44.557,135.064997,34.985,4.146,68.45,68.63,71.76,68.01,70.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,7.6,45.8228,-72.3688,2014,189.45164,83.392,68.468703,36.622,0,50.485,133.022,9.87,52.37,45.45,58.59,26.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,46.6594,-70.3566,1982,213.709,174.598,120.123,48.603,49.55,40.901,5.403,12.81,36.41,31.85,9.64,55.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,3.5,46.7982,-70.7366,1960,1.343,0.104,2.329,0.408,71.446,51.156,54.817,11.16,10.48,10.6,11.98,12.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,80,45.6746,-70.5751,2015,0,642.715,374.699,381.65,159.286,303.482,7.87,92.37,189.35,158.9,80.5,185.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,4.2,46.0312,-72.4791,1980,2.347,10.67,0.57,14.404,31.552,51.953,61.156,13.03,13.03,13.25,13.04,12.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,30.5,50.1971,-66.6362,1911,0,87.277,34.495,9.439,50.851,9.449166667,0.049,112.44,113.43,117.62,113.74,112.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,882,50.7128,-66.7814,1968,1934.275,1064.462046,744.118,780.8641667,1031.804,1212.117,1363.423,2414.56,2551.92,2492.75,2461.76,2614.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,6,49.3326,-121.8801,1944,150.2405556,198.8209,91.268,30.446,40.069,0,3.72,23.4,26.67,26.05,26.1,23.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5.5,48.891,-55.8228,1973,1097.993002,571.767,423.699,71.92,196.047,109.645134,128.224,20.66,21.52,17.05,19.76,18.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,6,48.5113,-81.4434,1960,53.722,23.728,56.609,114.396,170.872,573.097,126.487,28.61,28.76,26.82,26.74,27.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,3.6,44.7116,-63.896,1956,5.252,23.208,2.201,0.338,9.591,9.087,10.285,8.27,8.27,8.27,8.29,8.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,150,52.6678,-76.6326,1942,152.404,124.863,100.008,109.54,42.068,7.83,182.515,364.49,364.49,364.49,365.49,364.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,20,42.9417,-82.3394,2010,250.56,244.51,582.87,216.797,92.98,177.387,236.212,28.7,30.65,29.35,30.31,29.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,60,42.9498,-82.3199,2010,148.176,73.738,22.747,3.228,0.268,0,19.768,83.54,87.12,83.47,87.75,85.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,1.6,42.0279,-82.5638,2013,5.553,0,54.055329,102.471,54.738,196.906,6.176,18.15,83.62,84.66,28.18,102.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,50.7488,-120.8551,2006,0.01274,35.258,94.443,0,126.928,3.741,172.485,8.23,7.78,10.87,11.74,49.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,2.3,46.2659,-83.0127,1989,50.8424,109.528,289.245,234.165,147.261,220.285,98.009,4.51,4.51,4.68,4.52,4.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,80,53.7987,-113.0848,2000,0,0,39.935,270.899,285.438,0,3.5046,276.55,269.77,219.48,273,279.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,22,47.9101,-84.7447,1960,140.893,-28.386,1.47,0,48.92,18.429,60.023,91.08,94.04,86.64,86.3,94.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,3.5,47.4574,-53.0678,1980,2.144,10.89368,2.961,0.075,38.063,33.931,50.184,12.02,12.25,12.34,12.27,11.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,131.2,47.3715,-70.8698,2008,36.412,14.836,54.997,28.779,12.176,86.04,113.676,339.09,350.22,385.09,390.81,304.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,140.6,47.3317,-70.8905,2002,209.5208333,81.047,217.59655,68,60.374,137.76,93.285,328.62,395.32,290.69,479.61,326.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,67.9,47.2665,-70.9456,2014,1.653,225.23885,329.813,171.775,172.333,190.876,290.989,97.39,194.3,159.78,73.23,157.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,125,50.1344,-96.8518,1969,15.29,0,119.445998,99.957,32.957,93.615,231.668,626.74,528.55,459.3,637.52,436.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,35,48.3838,-77.223,2006,466.418002,104.38,78.233,20.048,103.713,93.168,35.308,128.29,107.53,78.85,190.49,175.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,22,47.1227,-70.8286,1960,6.247,33.065,5.701,3.286,37.725,14.812,40.279,77.65,80.27,74.85,80.68,80.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,7.2,46.219,-82.4409,1950,402.854998,0,400.562001,614.294,833.5513,639.878997,610.06,16.09,16.09,16.09,16.14,16.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,48,50.6727,-121.9241,2008,43.526,0.665,0.011,12.117,33.13,30.405,156.601,263.93,263.93,263.93,262.16,263.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,805,49.0302,-117.5041,1962,573.943,1105.857,1347.605,827.7405,905.531,2335.543,3179.292,3766.74,3766.74,3766.74,3777.06,3766.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,165,50.1204,-96.0177,1959,5.945,356.205,152.614,33.134,0,33.778,484.121,729.29,870.77,739.37,870.64,740.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,6,44.3215,-77.782,1942,14.68,23.73,0.029,3.72,14.305,9.024,3.101,32.36,27.18,27.28,27.28,32.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,276,49.0751,-102.8641,1982,1097.032,887.465,724.509,382.454,786.665,-6.353,691,1262.2,1558.95,1584.36,1349.99,1820.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,200,46.5359,-72.7673,1956,210.523,699.4,645.354,267.5061111,126.32102,301.738,324.594,860.44,860.44,869.05,865.2,860.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,816,51.4426,-111.7919,1975,924.890997,0,2647.857,3884.516,5213.509,5870.297971,6648.487,3818.03,4692.71,4025.09,2267.82,5381.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,10,44.9558,-62.4982,1957,277.802,504.788999,410.56685,233.281,540.538005,347.57,484.121,30.63,30.96,30.84,30.71,30.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,18,49.8087,-84.499,1976,321.332007,413.455,890.235,436.159,366.144,536.158,549.249,80.23,77.86,71.57,71.61,72.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,15,49.6602,-120.1222,1989,199.706,217.9963889,179.925,199.682,243.485,175.661,156.507,17.5,43.94,27.69,5.86,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,959.1,48.4484,-71.2148,1976,3131.656,3042,2877.284018,739.1554,2495.566,3271.743,3957.679,5901.88,5901.88,5839.38,5883.4,5901.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,6,50.296,-118.8133,1935,1686.372222,918.744001,829.419,616.321,190.234,178.715,180.138,17.29,16.44,19.31,17.08,19.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,4,44.1315,-77.5934,1960,0,0.015,0,0.163,32.579,0,39.336,21.82,16.73,18.42,18.64,21.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,10,42.695,-80.9791,2014,586.644996,882.6645,744.118,449.31,468.282,474.4858333,141.892,14.4,14.01,14.59,15.88,14.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,6.5,49.5325,-113.9773,1994,3.704,13.236,3.667,2.853,0.068,15.539,31.191,25.09,2.91,3.81,7.74,15.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,450,43.1492,-79.0443,1960,1978.236,2052.629,1497.798,1253.697966,1300.78355,1368.43345,127.139004,2661.3,2661.3,2731.29,2728.17,2644.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,9,47.266,-67.2434,1959,1003.628611,919.033,653.103,711.118,770.26,694.237997,321.615,27.34,27.53,27.96,27.41,27.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,4.1,48.9869,-64.4527,1982,29.716,26.49,0,33.847,29.133,5.159,208.909,64.81,6.58,7.38,3.55,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,25,49.7205,-122.9956,1994,1909.128,3751.68,2350.934,3060.624,3338.9,3008.114,957.055,99.53,85.09,79.25,85.54,80.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,51,49.5284,-115.7578,1998,216.625,195.005,0,178.552998,141.901003,152.266,363.566999,516.68,449.92,466.04,415.34,457.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,68,50.2221,-95.5687,1976,736.846,549.251998,628.9852,2321.20565,1319.565,2450.933,573.204,315.69,350.62,327.41,353.63,332.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,9,55.2509,-114.5181,2015,409.742,282.719,219.3776,359.476,340.196,349.699,273.637002,40.78,16.48,21.61,66.41,36.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,44.8769,-76.007,2012,191.397,91.779,115.31,182.377,140.206,109.144,5.481,8.36,9.02,8.71,7.82,8.28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.95,-76.1139,2015,4.59,13.485,11.555,5.252,1.991,3.987,5.002,14.13,15.2,14.68,13.26,13.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,6.5,44.9279,-76.1158,2015,1374.962973,845.465004,334.518,486.04,846.682,0,218.852,9.06,9.76,9.43,8.47,8.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.9479,-76.1422,2010,12.74229,1.194,3.199,6.768,2.761,2.611,2.961,14.13,15.2,14.68,13.26,13.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.9207,-76.1348,2008,26.789,11.054,11.294,0.028,8.755,8.544,3.634,14.13,15.2,14.68,13.26,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.8547,-75.9818,2014,21.025,18.754,37.183,8.129,9.283,0,3.083,14.12,15.2,14.69,13.27,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,7.4,49.2857,-81.6376,1976,68.281,103.106,143.487,402.166,0,12.868,72.293,32.95,32.67,31.44,33.02,33.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,7.4,63.439,-116.1873,1987,133.104,3.021,33.046,65.211,101.866997,143.037,23.951,20.04,20.43,24.02,22.56,25.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,8.5,63.5114,-116.0053,1968,48.941,131.154376,51.349,12.655,3.352,17.406,1.03,22.25,22.7,26.82,25.15,28.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,12,42.0644,-82.6805,2003,191.397,12.391,3.616,87.136,101.252,92.68222222,157.954,3.14,238.04,179.99,39.14,17.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,21,48.6379,-72.4337,1964,3.828888889,3.722,18.329,2.956,40.713,28.974,0.125,54.89,53.93,37.29,41.56,40.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,70.5,49.5385,-113.5231,2016,21.013,1.526,32.83644,116.563,134.856,189.102,91.658,7.64,109.74,80.65,86,163.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,100,44.3118,-76.6511,2002,126.939,55.63,59.995,0.684,0,0,145.54764,131.48,142.94,139.34,145.36,136.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,1,50.0378,-110.7199,2019,133.104,137.0263,41.69361111,0.003,10.35,11.751,1.574,1.31,1.39,1.26,1.18,1.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.232,-77.3566,2009,6.37659,1.859,25.679,5.432,0.056,9.238,5.999,14.02,14.75,14.1,15.64,14.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.1479,-79.0504,2007,86.132,262.091001,219.779704,111.319,0,60.864,1.594,13.5,14.57,13.99,15.02,13.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.2808,-79.0347,2005,13.635,6.714,19.305,2.477,4.743,3.882,10.253,13.22,15.1,14,14.35,13.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,30,44.9437,-75.371,2013,459.91427,493.171663,0,119.131,271.043,212.745997,54.746,35.17,73.58,28.11,100.68,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,46.1508,-61.3816,2006,95.907,103.59,24.19718,-0.03,26.113,61.899,0.236,13.24,6.57,6.32,2.59,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,9,50.7716,-118.1041,1957,3.36204,10.281,0,1.256,6.127,0.012,8.939,19.5,19.5,19.5,19.56,19.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5,45.0031,-79.3054,1994,279.547003,564.882,167.302,401.591,563.347,360.773,351.379,20.14,21.36,16.52,18.39,19.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,270,42.3495,-82.1071,2012,418.052,385.789,401.008004,343.787,407.04455,553.064,109.002999,899.51,823.46,778.73,715.95,626.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,10,42.084,-83.0425,2006,4.887,27.238,5.123,1.652,0,48.862,4.059,75.44,45.46,26.87,71.91,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,54,49.4555,-117.5197,1935,620.652,446.478,324.657996,49.21,177.186,0,155.051,275.93,275.93,275.93,276.69,275.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5,49.2876,-125.3092,1951,119.303,236.16325,177.144,178.552998,175.637,157.674,9.289,9.19,9.19,9.19,9.22,9.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,50,44.102,-80.7472,2005,153.199,55.192,107.327,69,103.713,38.169,77.901,70.81,74.83,70.93,68.46,66.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.4631,-79.0662,2013,230.48,846.076999,952.8858333,1555.3,1794.4029,2418.275,5839.478,13.24,15.19,14.8,14.42,13.22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,4,50.9034,-116.4089,2008,189.789,159.803,86.114,129.173,138.29,119.823,93.44,13.65,13.78,13.5,13.54,13.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,9,44.632,-75.805,2012,2.541,7.34314,20.418,-41.889,12.278,0.345,0.388,12.96,13.26,13.33,12.06,11.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,1.2,45.6115,-64.0239,1990,167.805002,313.855005,269.955,0,97.16305556,152.963,9.779,20.29,11.67,8.28,10.34,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,8.2,43.7838,-80.404,2013,0.642,14.671,104.928,41.302,15.287,16.829,39.339,6.36,42.7,6.41,4.91,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,86,57.0335,-111.6019,2011,0.431,81.047,125.88,270.558,124.895,163.498,3.5046,231.7,409.82,308.45,159.79,300.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1,49.6761,-123.2614,1944,392.47201,301.131,318.296235,183.393,29.972,43.19583333,0.128,3.8,3.18,4.05,3.19,3.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,9.4,46.0639,-73.2555,1995,4418.171,0,2701.206,2769.371,3459.695,2279.69425,3497.026,2068.22,1812.52,1493.73,1194.48,1221.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,577,42.8973,-82.3984,1982,616.942,401.026,376.573,466.4755556,385.854996,486.826,1043.45616,2195,1876.64,2127.41,2275.04,2014.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,42.8692,-82.4207,2007,6.293,0,5.905,2.523,30.24748,0.181,12.471,28.7,30.65,29.4,30.31,29.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,33,43.5505,-81.2896,1997,383.2666667,317.6022222,316.7682,29.062,20.878,99.494,142.208,75.92,95.27,101.29,80.87,76.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,12,45.4289,-74.9374,2009,2.682,38.997,3.03,1.857,0.102,5.285,0.007,17.89,18.6,18.6,17.91,17.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,12,45.3637,-74.9092,2003,7.01,1.71369,30.707,25.595,0.194,1.229,9.157,17.89,18.6,18.6,17.87,17.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,27,46.95,-55.4293,2018,4.23,0.3,7.912,0.752,2.01,11.43944444,3.004,8.89,35.65,42.41,21.24,62.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,120.5,49.3472,-98.6345,2015,738.922,869.78,722.921,662.516,856.065,285,534.905002,379.44,328.55,413.31,448.08,279.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,49.3665,-113.1087,1957,0.676,1.582,0.143,3.084,3.078,34.835,19.89,5.9,6.42,6.08,5.94,7.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,7,49.4526,-112.7165,1960,66.967,110.714,0,9.546111111,5.042,5.795,6.706,13.69,13.69,13.69,13.73,13.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,3.9,44.3522,-78.2948,1960,0.093,0.018,0.005,5.995,11.232,41.922,8.708,21.12,17.96,17.45,18.78,17.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1.3,43.1003,-81.373,2012,8.647,0.801,25.487,16.756,9.046,46.503,69.778,2.36,10.45,3.5,136.9,85.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,18.4,48.5523,-57.2057,1958,71.22,4.15814,0.03,0,51.898,1.162,2.447,76.93,72.94,75.5,67.74,75.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,33.2,45.5035,-74.5278,2008,0,0.098,12.36362,8.89,0,6.74,6.33,49.5,50.21,50.21,49.46,49.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,91,49.2288,-122.3561,1998,348.817,332.762002,126.222,250.936,899.457,1019.723056,337.245,305.87,294.1,293.32,294.9,279.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,16,48.0778,-84.7394,1976,106.818,395.042,51.608,154.29,191.156,135.62,12.292,64.61,62.6,55.95,44.35,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,54,48.55,-58.5818,1948,0,0.01,28.29,0.057,1.358,9.903,7.906,148.56,206.45,205.37,228.39,188.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,182,45.4071,-76.5064,1968,1674.202,909.356,771.686,233.59665,336.128,362.235,642.022,769.09,709.77,564.88,723.44,789.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,5,46.5213,-80.7104,1959,7.097,45.542,2.43,1.985,10.929,23.24,9.437,21.42,21.45,20.59,20.59,21.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,22,49.7111,-122.0343,1960,1697.014,4436.7,3960.584,2975.66,2234.070971,1527.258,1051.590043,85.04,83.95,83.95,84.18,85.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,64,49.9981,-125.5856,1905,0,47.421,45.946,6.69,52.725,0,1.728,214.95,223.25,224.2,224.65,223.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,8.8,48.7443,-92.2839,1953,0.14896,2.431,0.054,4.81,59.697,31.227,18.791,38.4,38.44,37.05,36.28,38.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1.6,46.507,-80.9002,1978,9.67,344.791,560.467,860.932,1222.506,1641.207,936.501,51.63,49.74,36.41,42.7,157.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,124.4,42.87,-79.9377,2015,459.364,0,142.301,8,359.686,227.328,445.637,9.38,307.7,232.24,223,288.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,12,46.4344,-63.8035,1999,2.275,22.119,40.221,0.004,3.567,21.912,11.878,7.76,1.75,13.24,2.67,27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,70.2,49.5829,-113.7931,1998,125.150003,44.034,69.642,78.889,23.7748,40.265,13.08,69.59,243.43,140.53,131.73,162.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,66,49.6026,-113.7341,1989,112.693,93.888,41.087,0,17.171,49.149,7.875,104.29,135.12,195.37,170.8,153.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,11.2,50.0781,-108.393,2011,5.741,2.034,1.804,10.599,3.5,53.906,3.628,6.61,7.49,16.26,4.09,25.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2141,53.5075,-114.5569,1957,10447.08031,9408.050046,9755.002,9754.371993,8409.078036,8804.378056,8726.946,12794.61,12794.61,13034.94,10859.31,14119.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,10,44.9856,-75.013,2007,2.957,83.411,0,4.58,7.066,0.003,0.009,13.69,15.1,14.57,13.26,14.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.6712,-76.273,2011,386.399,412.387004,358.2547222,8.013,0.01,39.65,0.095,13.37,14.27,14.8,13.92,12.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.649,-76.3555,2010,5.657,0.429,2.452,3.194,0.536,8.224,2.961,13.24,14.27,14.75,13.97,12.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,10,44.0561,-77.1519,2014,2.817,4.173,0,8.742,3.287,0.194,1.813,14.33,13.82,14.13,15.43,14.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
