country,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
BRA,3.9,-20.7537,-47.5664,Biomass,2014,375.445994,251.299,147.775,481.604003,334.932998,145.81725,366.641,6.04,77.17,117.95,50.64,8.14
BRA,2.704,-23.8397,-47.6531,Hydro,1912,310.83,180.578,14.872,2.599,8.53081,-121.335,2.479,8.76,11.06,11.98,12.21,11.18
BRA,11.48,-4.3246,-38.8755,Oil,2002,13.632,108.8729,33.129,39.854,58.322,0,4.173,62.99,13.74,74.66,76.68,22.68
BRA,3.84,-23.544,-46.6265,Gas,2015,231.486001,450.24684,0,218.3,241.195998,49.354,102.23,10.23,54.54,77.58,16.88,25.31
BRA,10.2,-21.0061,-47.9836,Biomass,2001,0.05,37.317,0.385,48.756,2.178,23.8788,34.126,12.78,94.15,113.93,88.32,54.83
BRA,40,-6.4123,-35.0462,Biomass,2011,0,9.334,27.101,56.511,93.627,19.28361111,300.498,271.53,118.5,165.89,243.53,123.49
BRA,3.75,-21.1426,-47.8215,Oil,2012,110.474,40.61,12.93796,95.987,163.73,61.008,6.771,11.51,33.62,33.22,42.11,7.4
BRA,2.25,-27.7808,-54.3734,Hydro,2015,228.665682,37.223,0,82.063,46.171,6.295,266.165,6.33,9.91,9.77,9.77,9.17
BRA,9.8,-20.9362,-48.0708,Biomass,1977,118.75,4.121,0.169,21.637,0.02,2.699,601.672001,88.44,103.39,130.16,35.79,101.64
BRA,3.6,-26.8333,-53.6667,Hydro,2012,2633.954,3342.136964,1798.762,1633.216,1687.044,1144.025982,489.287,11.19,15.05,15.08,14.65,13.64
BRA,43.839,-10.0055,-67.7205,Oil,2012,811.656,564.436999,196.798,9.046,321.653,14.661,158.359,432.15,238.15,256.83,351.93,86.62
BRA,3327.45544,-3.1264,-51.775,Hydro,2016,6672.86,232.131,1796.289008,3274.867,4495.722,7200.4,8351.945,17396.84,16761.09,16507.75,16552.98,15594.91
BRA,2.125,-19.5641,-46.8975,Biomass,2006,433.146,432.923,721.621,784.75,705.788,628.13,637.795,187.56,206.45,215.24,78.77,21.48
BRA,9,-20.2139,-41.9889,Hydro,1975,29.61,13.448,179.295,97.31,1.574,156.537,196.564,27.71,36.13,31.86,35.92,31.58
BRA,5.1,-4.3521,-70.0258,Oil,2005,3.765,63.311,7.745,62.376,53.376,28.652,25.92,1.67,3.94,48.02,34.87,10.07
BRA,4.2,-21.2276,-50.7655,Biomass,2016,1.851,0.103,0,77.181,6.885,18.523,196.539,4.75,106.81,15.87,46.34,82.28
BRA,1.92,-23.4735,-46.6361,Oil,2012,184.730986,197.038,120.551,114.934,85.90027778,160.946,116.604,19.08,9.41,33.18,63.25,3.79
BRA,2.72,-23.5435,-46.6266,Oil,2012,839.939,672.618,0,167.256661,167.297,0.271,9.28,5.92,38.43,17.75,2.62,5.37
BRA,12,-25.5382,-49.3615,Biomass,2006,263.11286,682.32696,773.699,970.9952778,946.436,1193.249,718.216,4.17,52.18,99.91,117.04,174.59
BRA,1,-28.8669,-50.939,Hydro,2011,410.549,906.896,1552.722007,1062.63,461.809,975.718,683.921,1.66,3.12,3,3,2.59
BRA,5.11,-20.125,-40.2985,Gas,2014,4.318055556,5.096,106.103,52.09,50.851,34.828,0.663,27.51,50.86,64.71,17.28,33.68
BRA,1,-23.6758,-53.4052,Oil,1998,3.305,135.389,5.363,0,0.109,-0.152,42.286,26.23,20.89,19.3,16.29,1.97
BRA,1.016,-29.9405,-50.9825,Oil,2009,51.93865,60.197,0.156,140.277,90.994,3.28,1.37,13.65,13.86,33.77,60.62,2
BRA,1.48,-23.5435,-46.6266,Oil,2010,0,13.555,0,32.124,40.225,4.865,41.083,126.95,68.92,23.74,95.39,2.92
BRA,50,-18.4371,-49.1806,Biomass,2013,317.735,580.941,260.62245,60,39.206,107.478,180.847,131.27,97.27,106.72,181.1,90.67
BRA,50,-23.2655,-52.4761,Biomass,2013,8.945,0,10.891,46.04472222,41.657,38.504,215.241,100.69,113.01,94.65,143.69,73.68
BRA,4.8,0.9637,-59.9464,Biomass,2001,6.265,45.542,9.44,69.48,8.651,0,539.033486,76.22,146.67,183.3,7.96,92.12
BRA,16,-18.7515,-48.6035,Biomass,2014,11.85114,-4.902,22.268,16.199,26.382,87.176,0.306,22.01,173.77,151.93,83.15,7.71
BRA,55,-17.0582,-46.1741,Biomass,2011,106.532,8.812,79.538,382.398,256.576,255.567,538.753,23.39,205.18,203.39,117.73,292.33
BRA,62.5,-9.773,-36.0759,Biomass,2014,610.541,355.7380556,48.088,191.155,243.788,193.61,528.672,666.63,521.91,813,465.43,537.65
BRA,28,-21.6724,-49.7711,Biomass,2010,0.844,36.212,0,75.625,4.753,20.399,-47.913,52.8,127.65,95.81,97.64,109.47
BRA,65,-21.2097,-50.1895,Biomass,2012,5.36,0,15.9,0,70.96472222,0,231.1,275.89,277.1,197.2,260.64,85.69
BRA,8.556,-30.1468,-52.0165,Waste,2015,50.8424,340.085,175.386,115.741,4.648,52.04,139.342,2.08,47.51,77.97,6.01,0
BRA,2,-23.5316,-46.9603,Gas,2015,1124.88202,630.858,459.16972,228.724002,210.434,69.674,156.601,49.15,95.67,58.25,17.64,13.18
BRA,2,-23.003,-44.3085,Oil,2001,92.82,19.894,2.708,40.738,56.416,2.449,21.915,16.65,30.44,34.34,8.08,3.95
BRA,237.3,-6.752,-43.5641,Hydro,1970,89.248,179.216002,62.567,103.305,0.4419444444,67.181,208.122,992.64,1055.3,854.29,909.14,836.84
BRA,24,-28.7527,-51.8436,Hydro,2011,1.204,2.433,-12.192,57.36,0,46.784,310.381,88.4,108.86,102.73,109.35,98.16
BRA,16,-11.8803,-46.7717,Hydro,2008,152.404,27.219,0,249.811,300.38,303.384998,293.375,52.92,67.67,56.87,67.94,55.58
BRA,80,-18.5423,-50.4335,Biomass,2008,377.004,242.241,113.6475,117.487,129.72,154.935,460.813,351.58,506.9,366.31,329.77,533.51
BRA,8,-24.9229,-51.3963,Hydro,2002,16.577,392.21905,150.16,120.05,3.647,29.468,152.207,25.34,33.34,35.86,32.64,28.62
BRA,2.062,-2.9649,-57.5786,Oil,2002,3.487,34.169,6.346,48.157,93.227,72.219,16.06,9.86,65.05,43.91,6.87,4.07
BRA,11.3,-8.7641,-67.3094,Oil,1998,472.805002,79.271,127.947,418.43,508.362,321.725,364.634,30.05,45.36,67.47,29.73,22.32
BRA,24.3,-3.0984,-39.6663,Wind,2014,-0.012,57.96,2.975,3.047,-0.25,15.741,10.724,96.09,105.17,102.71,93.54,73.16
BRA,30,-12.5303,-57.8808,Hydro,2010,0.169,7.499,0,70.863,185.154996,181.640998,157.954,106.19,135.39,137.33,128.45,119.74
BRA,30,-28.4403,-49.5703,Wind,2011,687,1265.667026,891,605.854,679.59495,546.329,464.031,100.18,85.63,100.82,110.46,97.99
BRA,3.2,-8.2781,-35.0286,Biomass,2012,1.48302,0,0,52.232,5.83,58.75,273.786,88.23,202.54,86.73,81.79,184.08
BRA,3.6,-22.8693,-47.444,Biomass,1984,464.43,517.272,353.788998,442.769,424.265,381.453,384.937,260.27,311.77,316.79,212.35,276.27
BRA,1.5,-18.0145,-49.7824,Biomass,2013,2397.522025,2391.796,1443.465032,788.737,1214.22835,1098.259,1785.013002,156.48,180.76,272.64,33.42,216.67
BRA,1.12,-3.7132,-38.5336,Oil,1900,0,82.34,0.117,2.328,2.806,-0.35,-1.074,33.71,67.02,31.4,41.06,2.21
BRA,1,-9.6618,-35.7258,Oil,2013,27.4155,70.381,3.872,30.12,48.641,9.978,6.12594,11.53,57.63,31.53,50.04,1.97
BRA,1,-28.2588,-52.3972,Oil,2013,0,45.755,0.422,41.797,150.174,71.741,1.958,3.18,40.31,37.96,7.98,1.97
BRA,19,-22.0089,-43.2653,Hydro,2008,1.326,62.354,0,86.32,206.822,147.377997,250.044,74.19,72.24,82.88,83.21,66.27
BRA,50,-4.4472,-37.7596,Wind,2010,204.427,152.936,57.147,-0.746,4.236,19.52,103.4,192.85,183.75,178.5,165.22,171.33
BRA,1,-7.4878,-36.1386,Hydro,2013,192,93.358,221.544004,80.566,56.631,104.808,221.804,1.59,3.44,3.13,3.15,2.74
BRA,20.16,-14.5084,-42.5867,Wind,2016,0,42.84587,2.231,0,5.491,16.411,12.029,68.2,50.49,74.98,6.97,80.67
BRA,8,-20.9967,-48.0154,Biomass,1994,300.531998,148.025,139.068,0,203.5969,146.06,363.85279,97.51,149.64,101.25,128.65,18.32
BRA,13.08,-22.9192,-43.4408,Gas,2014,16.13,0.091,2.463,36.543,0.433,0.042,24.199,55.36,82.2,132.27,82.57,86.22
BRA,3.98,-21.4838,-51.0189,Biomass,2005,-0.47,34.991,0,56.979,54.206056,22.191,21.668,26.54,78.5,63.84,27.88,115.1
BRA,1.2,-19.749,-44.8875,Coal,2003,8.881,180.425,6.883,0.008,38.155,8.902,-1.93,42.29,36.41,52.61,15.45,8.98
BRA,1.2,-23.507,-46.8665,Oil,2005,0,59.908,0.017,38.599,31.199,5.295,9.325,44.83,55.74,61.94,27.94,2.37
BRA,2.9,-9.6746,-35.9565,Gas,1990,14.18625,0,0.2303,32.163,0,4.512,15.394,40.77,48.05,4.27,15.59,19.11
BRA,10,-15.7968,-47.9403,Oil,2008,14.227,1.613,0.057,19.938,3.568,0,25.067,67.49,105.95,74.32,39.28,19.75
BRA,11.52,-22.7833,-44.2333,Hydro,2011,0,83.411,0,373.265,218.963999,203.117,321.819894,26.27,42.38,40.84,40.95,35.41
BRA,5.18,-9.8322,-55.0153,Hydro,2003,0.944,1.901,0,79.721,119.714335,164.421,254.918,21.55,24.2,23.35,22.8,21.44
BRA,10.752,-9.7833,-54.9833,Hydro,2010,0,0.055,39.423,60.79,35.508,44.108,34.126,40.4,47.74,42.66,45.49,39.49
BRA,14.16,-9.6667,-54.9667,Hydro,2003,0,11.115,0.116,91.721,251.584005,74.615,34.089,52.94,62.6,55.91,59.63,51.74
BRA,14,-9.6833,-54.9667,Hydro,2007,0.028,186.35355,0,72.392,11.83,33.699,1.327,52.34,61.89,55.28,58.96,51.16
BRA,1,-21.6078,-45.4239,Hydro,2006,0,2.677,7.754,74.735,19.942,22.133,1062.894,3.13,3.64,3.72,3.73,3.19
BRA,12.4,-20.5458,-42.9625,Hydro,1958,2.03,3.449,0,10.34,0,4.456,59.458,43.63,49.53,46.78,52.77,48.3
BRA,1.35,-18.9114,-42.44,Hydro,2015,718.304,624.545002,601.811,525.331,570.16008,494.971,440.277,2.01,4.05,3.88,3.89,3.34
BRA,70,-22.3465,-48.0965,Biomass,2013,13.252,26.095,0.01,76.924,11.645,8.605,7.914,222.07,295.86,283.14,301.49,337.41
BRA,12.895,-14.196,-41.6572,Oil,1977,1044.561,1152.849969,419.405,250.034,189.923996,4.635833333,-1.687,27.62,67.23,65.41,19.19,25.47
BRA,1.0854,-27.0986,-50.13,Hydro,1984,0.065,5.752,77.335,27.2,21.989,27.491,78.406,3.76,4.79,4.58,4.68,4.53
BRA,1.0704,-23.5235,-46.893,Oil,2001,0,262.288,287.844,425.11,316.978,129.254003,344.064,7.3,32.69,1.36,32.28,2.11
BRA,3.6,-27.094,-48.908,Oil,2006,46.935,44.289,0.015,51.528,50.725,3.791,6.92,20.82,55.74,29.1,97.04,7.11
BRA,11.12,-29.3464,-50.7016,Hydro,1952,339.47,412.387004,143.563,0,27.716,0,24.377,24.54,40.15,38.66,38.76,33.42
BRA,1.4,-27.925,-54.0792,Hydro,2017,0,0.009,0,2.747,3.052,0.52,182.438996,4.6,6.17,5.97,6.1,5.61
BRA,30,-2.8853,-39.9839,Wind,2014,1.584,27.044,14.14611111,7.498,0,41.764,17.29,14.39,111.09,123.08,110.31,100.53
BRA,30,-19.3333,-52.6667,Hydro,2007,0,6.833,0.072,125.119,191.156,85.266,273.637002,99.02,129.69,132.37,133.39,114.51
BRA,75,-20.2147,-47.6444,Biomass,2011,0,0,1.85724,0,12.04611111,0.011,381.838,407.55,352.64,342.88,375.88,378.74
BRA,5,-20.2143,-47.6439,Biomass,2004,2.32947,17.583,-0.034,42.866,3.123,19.282,680.705,80.23,85.21,64.89,107.5,1.62
BRA,1.12,-11.9272,-46.2972,Hydro,2008,7.908,32.339,0,95.223,54.544,63.239,24.263,1.99,3.64,3.5,3.51,3.05
BRA,2,-22.702,-46.9765,Oil,2002,250.13,403.255,402.09,387.131,386.462,323.195,336.042,19.5,53.33,34.72,7.5,3.95
BRA,3.825,-29.7825,-55.7695,Biomass,2012,12.534,52.155,0.356,32.855,90.879,73.916,10.763,108.23,140.34,116.68,42.55,48.36
BRA,1.016,-23.4628,-46.5333,Oil,2011,24.727,66.63166667,2.827,9.325,0.264,1.647,66.362,7.07,34.39,18.4,167.04,2
BRA,1.12,-22.9111,-47.0964,Oil,2010,3.487,74.154,1.51214,17.973,6.6,0.635,8.589,25.49,25.61,37.47,86.34,2.21
BRA,1.104,-20.1602,-44.9091,Oil,2013,0.259,51.14,2.93,43.717,58.846,0.077,21.191,10.54,33.67,32.2,7.64,2.18
BRA,1.08,-18.3519,-49.2197,Oil,2002,29.814,108.905,2.784,40.3035,19.151,0,64.515,30.27,33.56,50.68,83.88,2.13
BRA,1.944,-22.9044,-47.0625,Oil,1988,5.252,28.211,-0.039,115.0817,160.2780556,0,30.94,2.16,16.21,43.69,59.45,3.84
BRA,2,-21.8438,-46.4923,Oil,2001,0,15.80527778,2.926,93.409,0,8.965,22.541,1.87,68.95,15.49,22.58,3.95
BRA,1.2,-27.0016,-49.3639,Biomass,2015,0,1066.2675,1947.078011,2290.661,2093.837,2500.92,76.846,141.79,350.62,293.03,111.66,382.95
BRA,2.8,-23.4163,-51.9611,Oil,2010,12.087,28.639,105.077,72.702,1.68,1.624,76.086,2.76,64.35,7.87,17.54,5.53
BRA,1.44,-22.4888,-47.3903,Oil,2015,14.429,51.43,3.021,30.27,47.311,6.322,50.404,12.67,20.97,32.42,14.68,2.84
BRA,1.0992,-22.478,-47.4472,Oil,2012,0.175,43.05015,0,42.607,21.736,1.389,78.967,2.38,6.36,14.83,34.98,2.17
BRA,24,-17.9237,-49.1895,Biomass,2013,354.0791667,109.662,64.308,233.808,1284.20505,1851.223,1145.9648,685.87,613.02,647.74,459.21,610.84
BRA,16.065,-22.899,-43.1985,Gas,2011,0,0.009,55.691,175.559,68.456,9.162777778,6.563,134.82,104.67,109.31,61.24,105.9
BRA,3.264,-21.8499,-47.4697,Oil,2012,14.577,52.286,0,28.75,19.224,-0.752,78.572,10.84,13.11,21.24,37.82,6.44
BRA,1.524,-2.5268,-44.2972,Oil,2013,1901.317,3876.504,3410.718,4009.5,2537.35544,1367.91,1630.3,107.66,44.36,66.13,94.92,3.01
BRA,3.6,-21.7551,-42.5483,Oil,2014,21.372,52.286,0.088,42.126,47.294,0.564,183.868,7.13,7.63,36.25,43.24,7.11
BRA,3.1875,-9.706,-35.8855,Gas,2010,1097.993002,328.958,212.304998,27.91,0,21.36789,4.45,50.63,97.42,52.07,32.49,21.01
BRA,2.5,-3.0574,-60.077,Oil,2011,65.113143,36.373,5.367,48.603,80.666,42.333,188.021,62.82,75.34,50.6,16.3,4.93
BRA,250.994,-30.1293,-51.2975,Biomass,1971,142.15,237.05875,156.989,134.44,64.869,81.998,-185.425,679.39,824.71,791.57,634.35,18.4
BRA,6.74,-11.335,-62.2767,Oil,2016,22.348,33.912,0.167,13.488,144.346,1.382,2.73,55.91,76.94,54.99,8.96,13.31
BRA,18,-10.2125,-63.8294,Oil,2016,1.919,0,6.925,0,25.247,3.82,12.292,31.36,117.03,60.02,73.79,35.56
BRA,3.52,-10.5681,-63.6072,Oil,2016,252.263,432.799,350.055997,405.759,376.154,244.522,231.1,18.87,32.31,92.33,63.35,6.95
BRA,6.74,-12.4342,-64.2225,Oil,2016,0.153,74.81,4.698,51.528,77.884,11.812,182.637,79.93,83.28,56.87,50.46,13.31
BRA,12,-9.3633,-62.5856,Oil,2016,42.71007,82.34,5.814,0,174.724002,164.421,105.06845,27.63,82.64,76.29,46.01,23.71
BRA,8.6,-9.2851,-63.1306,Oil,2016,0,1146.96635,1307,1480.131,1663.0629,2418.275,438.642,44.49,97.56,100.9,127.91,16.99
BRA,15,-9.4164,-61.9947,Oil,2016,11.611,12.928,105.077,114.047,62.992,31.807,130.642,28.16,87.62,84.33,9.4,29.63
BRA,4.84,-9.7378,-66.6061,Oil,2016,0,50.909,0.062,0,44.132,17.832,54.97,42.9,34.86,37.26,15.79,9.56
BRA,8.1,-12.0406,-63.5722,Oil,2016,14.247,18.881,0.001,56.648,0,3.464,38.493,16.18,62.35,41.96,4.12,16
BRA,6.72,-9.7008,-64.5192,Oil,2016,11.974,3.309,2.111,118.207,108.491,0.824,150.331,42.76,71.86,81.27,44.42,13.27
BRA,4.84,-9.8639,-62.1658,Oil,2016,-399.794,144.036,26.424,205.457,87.582,126.166,38.493,7.93,32.54,25.96,9.12,9.56
BRA,4.84,-9.7719,-66.3425,Oil,2016,280.08847,7.033,3.208,42.48,5.773,-95.756,0.072,8.68,37.3,33.78,15.48,9.56
BRA,9.2,-9.6469,-65.725,Oil,2016,0,205.37,109.63,455.746,209.574,36.208,191.409,20.18,71.57,44.47,3.79,18.17
BRA,36,-14.3432,-48.4308,Oil,1997,0.0637,102.2761111,32.111,0,39.044,8.855,0.003,109.71,137.05,102.06,155.62,71.13
BRA,2.24,-21.1268,-48.9628,Oil,2005,1705.822036,4690.240031,3870.0695,2230.957,1423.42324,0,369.084,13.91,35.23,105.9,44.82,4.42
BRA,3.2,-22.8061,-43.2582,Oil,2000,65.701,489.441,388.047,506.592,305.001,240.272,140.268,140.99,60.35,72.18,162.33,6.32
BRA,2.6,-9.5546,-35.7366,Oil,2009,12.968,63.485,0.0049,100.093364,73.725,15.098,22.286,10.59,57.27,7.49,1.35,5.13
BRA,1.1,-22.9924,-43.25,Oil,1982,-2.653,205.37,54.01805556,61.265,25.426,-0.011,0,8.43,44.93,4.58,16.09,2.17
BRA,1.7592,-9.9818,-67.8383,Oil,2011,629.252,856.105,780.778,1099.726,931.446,751.255,221.671,10.81,23.16,95.8,20.87,3.47
BRA,2,-19.5488,-44.0664,Oil,2008,37.541,37.382,12.461,88.33,103.459,26.503,9.289,30.43,45.44,3.95,55.61,3.95
BRA,4,-15.3429,-49.72,Biomass,2006,250.722,222.066,86.114,61.42135,10.768,68.628,43.958,274.01,278.18,200.6,171.28,23.64
BRA,225.1,-20.125,-40.2985,Oil,2003,2.695,43.807,0.318,36.543,34.84,1.208,77.865,652.18,642.49,695.88,846.82,444.78
BRA,2.016,-25.4233,-49.2803,Oil,2015,14.18625,117.63885,446.513,1151.194,2079.102,940.39,592.577,20.21,52.63,6.9,16.96,3.98
BRA,8.812,-22.696,-47.3422,Gas,1954,0,2.903,0,45.47,29.62861111,-2.428,18.324,76.79,46.3,100.77,33.07,58.08
BRA,4.278,-21.6187,-43.4217,Waste,2013,92.715,8.115,-169.577,0.008,46.619,0.085,45.764,46.39,8.04,43.17,94.28,0
BRA,1,-27.4292,-54.1206,Hydro,2005,0.036,7.047,50.058,97.566,57.114,40.542,458.595,3.43,4.62,4.04,4.42,4
BRA,1.299,-3.3255,-61.2016,Gas,1985,1.204,5.217,0.051,61.093,0.009,1.005,3.834,9.55,21.65,38.67,6.13,8.56
BRA,114,-22.6105,-54.6848,Biomass,2010,12.304,23.075,3.307,49.046,20.877,0,391.08,329.28,342.45,400.71,422.19,515.46
BRA,30,-10.3542,-56.985,Hydro,2016,0.668,74.81,14.13969,206.549,206.443,201.665,-0.034,101.9,128.56,124.48,123.6,113.65
BRA,2.7,-12.9567,-60.1247,Hydro,2015,273.034005,2189.613966,2631.564,1610.398,719.578,2172.539,499.588,5.61,9.8,9.48,9.5,8.39
BRA,2.8,-13.0194,-60.1128,Hydro,2002,11.085,71.972,0,85.387,46.619,27.901,149.488,5.82,10.16,9.83,9.85,8.7
BRA,2,-8.283,-35.0255,Oil,2001,0,66.791,0.516,0,0,3.884,0.077,53.68,58.29,53.79,8.15,3.95
BRA,4.16,-20.495,-43.4828,Hydro,2014,16.403,0.004,0.054,0.257,172.333,124.602,283.378,8.11,13.67,13.11,13.15,11.15
BRA,7,-23.6367,-46.4621,Oil,2010,4593.0335,5061.425962,0,1413.405,1159.662,0.174,-1.217,254.78,82.63,149.82,78.72,13.83
BRA,25,-19.3074,-50.7083,Biomass,2009,0.367,0.001,0,57.869,40.417,54.716,306.898,136.51,240.11,247.74,172.59,178.49
BRA,11.12,-12.4922,-60.4717,Hydro,1986,2271.168975,4152.565,2341.924036,0,285.384,679.062,143.873999,42.63,50.49,47.37,45.6,43.16
BRA,7.4,-9.4383,-35.724,Biomass,2011,31.491,0.047,0.009,63.53,109.362,154.011,272.027,174.29,284.17,209.02,59.12,249.05
BRA,219,0.8533,-51.2917,Hydro,2016,920.025,717.474,896.86315,1301.58997,1550.69,1723.54895,1322.043,963.95,922.13,901.75,898.45,701.33
BRA,658,-18.5025,-49.4931,Hydro,1959,1950.403,3159,2360.538,1180.849996,499.95765,1068.630006,1495.427953,2782.11,2763.63,2724.69,2499.72,2489.14
BRA,40,-18.4945,-49.6445,Biomass,2013,0,0,0,109.193,546.311002,635.081,601.264998,150.94,280.27,222.43,87.03,248.59
BRA,1,-22.7486,-44.9056,Hydro,1976,13.129,813.31976,577.604,740.386,739.553,401.811,-19.611,1.66,3.12,3,3,2.59
BRA,3.564,-24.0381,-49.4617,Hydro,1964,0,299.1766,44.633,6.313,23.661,33.861,102.92384,12.62,15.04,15.26,15.79,12.82
BRA,2.098,-24.0479,-49.4578,Hydro,2002,6.37659,43.055,0,119.646,214.318,122.646,0.659,7.51,9.4,9.13,9.49,8.01
BRA,14.8,-17.0742,-40.0683,Hydro,2008,9.2,12.055,-12.192,32.56838,60.408,50.42296,135.139,32.37,53.15,51.17,51.31,44.2
BRA,2.34,-21.8528,-43.8886,Hydro,2010,1.736,54.955,3.343,0,24.911,6.867,50.168,4.79,8.42,8.14,8.16,7.2
BRA,3.01,-15.5161,-49.4847,Hydro,2004,0.017,0,7.754,27.9825,0.292,0.037,137.478,9.11,11.45,11.04,10.9,10.25
BRA,1.25,-22.57,-46.41,Hydro,2015,191.397,817.092,379.7,896.632,560.0457,431.123,133.022,2.04,3.92,3.77,3.78,3.27
BRA,1,-26.7706,-52.1786,Hydro,2007,16.403,0.41,0,58.658,25.342,0.243,264.139,3.86,4.62,4.47,4.3,4.09
BRA,27,-19.4367,-41.6142,Hydro,2008,80.817,28.818,2.231,35.376,183.56755,183.679,300.512,87.87,121.36,105.91,101.68,96.51
BRA,18.9,-3.2532,-39.2809,Wind,2016,19.979,10.831,0,14.189,7.749,5.184,87.601,102.66,73.29,111.99,179.43,72.08
BRA,80.4,-21.5767,-46.6242,Hydro,1966,291.376,346.417,177.031,359.887,293.543,319.457,257.535,246.05,353.93,299.69,303.54,269.94
BRA,24.992,0.3843,-53.954,Oil,1975,33.745,121.951,-0.733,3.448,10.567,0,5.433,208.35,137.05,162.28,164.94,49.38
BRA,30.24,-14.1272,-42.5471,Wind,2016,5.466,16.187,0.065,41.95,0.021,25.116,122.276,86.18,159.83,152.74,3.41,122.31
BRA,30,-14.1632,-42.4845,Wind,2014,1.142,42.43459,0.001,4.005,0.001,2.148,96.513,185.13,149.83,101.25,117.56,104.97
BRA,30,-14.185,-42.503,Wind,2014,2.817,1.541,1.905,22.266,1.444,36.21,61.769,67.81,154.53,101.25,117.56,104.97
BRA,30,-14.2194,-42.507,Wind,2014,110.506,146.651,0,24.90474,41.646,48.923,74.153,88.57,97.24,101.25,117.56,104.97
BRA,23.8,-14.1415,-42.4783,Wind,2015,47.769,64.127,0.192,0,19.942,77.97958,33.55719,35.11,73.2,34.58,95.21,93.82
BRA,22.1,-14.1146,-42.4749,Wind,2015,532.316,744.546,346.237,222.302,133.463,236.596,83.31,68.2,106.98,101.11,90.24,88.93
BRA,8.5,-14.1082,-42.4746,Wind,2015,49.075,69.001,155.72745,142.445,92.904,36.505,147.23,87.14,50.21,83.9,31.87,30.82
BRA,22.2,-14.4528,-42.641,Wind,2016,46.134,0,105.077,57.259,0.01274,18.7,13.823,99.96,34.5,87.93,71.61,91.62
BRA,1.172,-20.0569,-44.6089,Hydro,2015,25.35472222,133.525,0,359.244,249.957,611.57,292.592,1.8,4.08,3.69,3.73,3.47
BRA,3.2,-26.9517,-52.4594,Hydro,2007,8.02692,10.35,39.423,67.721,48.2,45.857,338.247,10.36,13.26,13.39,11.7,11.12
BRA,10,-21.8958,-42.0791,Hydro,2011,0,28.50451,24.104,0,2.498,4.811,264.139,25.66,39.33,36.98,34.51,32.88
BRA,30,-2.9159,-39.9544,Wind,2014,108.112,123.525,38.46722222,32.493,0,7.473,76.793,141.6,167.66,123.08,112.14,95.27
BRA,7.2,-20.2394,-44.7539,Hydro,1980,924.890997,2235.439,2027.756,1825.513,2064.174,2990.0335,1746.773,22.78,26.29,28.44,28.32,24.17
BRA,30,-6.0339,-36.544,Wind,2016,81.30916667,167.128,124.655,95.452,32.459,98.735,128.587,79.82,87.72,164.08,14.1,113
BRA,30,-6.0166,-36.4835,Wind,2016,97.153,95.664,0,3.209,0.438,8.053,18.022,147.24,110.72,132.22,51.05,108.14
BRA,30,-6.0489,-36.546,Wind,2016,142.502,94.14,19.581,52.591,94.41,81.877,91.285,134.16,100.83,154.68,48.96,113
BRA,30,-6.0236,-36.472,Wind,2016,4.194444444,4.999,0.135,0.001,11.487,62.61,75.926,112.77,138.24,152.74,114.94,108.14
BRA,30,-6.0303,-36.488,Wind,2016,1097.032,1247.298,938.936,1290.466998,633.392,82.484,403.83,181.99,126.47,36.85,114.12,108.14
BRA,30,-6.0132,-36.4499,Wind,2016,165.114,56.379,0.034,7.649,5.393,0.025,11.906,206.62,177.3,182.79,171.89,108.14
BRA,19,-20.9847,-41.71,Hydro,2008,503.441,725.865998,713.204998,890.0097222,492.727003,692.236,512.475,50.07,72.11,60.99,71.85,63.34
BRA,7.5,-15.245,-40.2385,Oil,2002,486.736,564.436999,417.168,248.238,280.649,131.028,7.856,2.94,32.01,42.26,7.59,14.81
BRA,1.296,2.502,-50.9395,Oil,2013,285.131,736.583002,2193.137,3256.851,2347.362,1604,2917.147,94.2,47.44,29.04,124.74,2.56
BRA,46,-21.3256,-44.6161,Hydro,1960,1.733,51.088,0,24.861,6.122,2.44,125.417,160.68,182.2,185.02,185.57,163
BRA,130.71,-12.694,-38.3145,Gas,1996,334.14,119.627,101.575,12.278,4.485,88.639,544.727,830.91,925.7,707.72,563.93,861.63
BRA,346.803,-12.5975,-38.2732,Gas,2003,2815.20404,0,404.315003,873.036002,0,85.3,196.104,1789.14,1505.47,2085.39,1980.98,2286.12
BRA,3.59,-15.9697,-55.0883,Hydro,2012,0.01274,3.002,49.545,26.219,51.002,51.559,57.121,6.81,11.74,11.26,11.29,9.56
BRA,1.104,-28.4317,-53.878,Oil,2010,0,10.478,0,0,37.55549,0,26.448,2.41,58.32,43.69,11.99,2.18
BRA,3.12,-27.8548,-54.4707,Oil,2009,450.118,544.463,289.895002,275.217,85.814,115.937,177.95,78.06,82.18,78.65,88.12,6.16
BRA,1.6,-28.4007,-54.9626,Oil,2012,58.663,73.132,3.072,89.03,77.234,25.483,122.208,11.57,4.73,48.73,28.47,3.16
BRA,4,-30.8189,-51.7039,Biomass,2007,1830.876,0,3519.583,2159.583,2064.174,2923.233,1853.888965,88.27,360.84,293.03,253.59,346.05
